,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,combination,condition_rank,status_rank
19,12990,2013.0,chrysler,excellent,8 cylinders,gas,115053.0,clean,automatic,rwd,sedan,red,12990 excellent clean sedan,4,6
20,14990,2014.0,chrysler,excellent,6 cylinders,gas,57954.0,clean,automatic,4wd,sedan,black,14990 excellent clean sedan,4,6
21,12990,2015.0,toyota,excellent,4 cylinders,gas,79212.0,clean,automatic,fwd,sedan,white,12990 excellent clean sedan,4,6
22,15990,2013.0,honda,excellent,6 cylinders,gas,109473.0,clean,automatic,4wd,SUV,black,15990 excellent clean SUV,4,6
23,11500,2012.0,kia,excellent,4 cylinders,gas,104174.0,clean,automatic,4wd,SUV,silver,11500 excellent clean SUV,4,6
24,11500,2011.0,cadillac,excellent,6 cylinders,gas,128536.0,clean,automatic,4wd,SUV,white,11500 excellent clean SUV,4,6
25,9200,2008.0,honda,excellent,6 cylinders,gas,147191.0,clean,automatic,4wd,SUV,blue,9200 excellent clean SUV,4,6
26,27900,2013.0,jeep,good,6 cylinders,gas,103700.0,clean,automatic,4wd,offroad,orange,27900 good clean offroad,3,6
27,11250,2007.0,gmc,excellent,8 cylinders,gas,166661.0,clean,automatic,4wd,SUV,silver,11250 excellent clean SUV,4,6
28,19500,2011.0,chevrolet,excellent,8 cylinders,gas,128413.0,clean,automatic,4wd,pickup,black,19500 excellent clean pickup,4,6
29,18500,2011.0,chevrolet,excellent,8 cylinders,gas,101903.0,clean,automatic,4wd,pickup,black,18500 excellent clean pickup,4,6
30,10550,2010.0,mercedes-benz,excellent,6 cylinders,gas,142476.0,clean,automatic,4wd,SUV,blue,10550 excellent clean SUV,4,6
31,8990,2012.0,honda,excellent,4 cylinders,gas,111142.0,clean,automatic,fwd,sedan,grey,8990 excellent clean sedan,4,6
32,18990,2012.0,ram,excellent,8 cylinders,gas,140742.0,clean,automatic,4wd,pickup,black,18990 excellent clean pickup,4,6
33,16990,2016.0,dodge,excellent,6 cylinders,gas,70864.0,clean,automatic,4wd,SUV,black,16990 excellent clean SUV,4,6
34,16500,2018.0,hyundai,excellent,4 cylinders,gas,22104.0,clean,automatic,fwd,sedan,silver,16500 excellent clean sedan,4,6
35,12990,2009.0,gmc,excellent,8 cylinders,gas,132285.0,clean,automatic,4wd,SUV,black,12990 excellent clean SUV,4,6
36,18990,2014.0,ford,excellent,8 cylinders,gas,151679.0,clean,automatic,4wd,pickup,red,18990 excellent clean pickup,4,6
37,17990,2013.0,ram,excellent,8 cylinders,gas,133100.0,clean,automatic,4wd,pickup,red,17990 excellent clean pickup,4,6
38,14990,2010.0,ram,excellent,8 cylinders,gas,130725.0,clean,automatic,4wd,pickup,red,14990 excellent clean pickup,4,6
39,12990,2014.0,buick,excellent,6 cylinders,gas,93893.0,clean,automatic,fwd,sedan,white,12990 excellent clean sedan,4,6
40,13990,2014.0,jeep,excellent,6 cylinders,gas,100669.0,clean,automatic,4wd,SUV,red,13990 excellent clean SUV,4,6
41,15500,2008.0,gmc,excellent,8 cylinders,gas,140049.0,clean,automatic,4wd,SUV,black,15500 excellent clean SUV,4,6
42,12500,2013.0,chevrolet,excellent,6 cylinders,gas,128325.0,clean,automatic,4wd,SUV,white,12500 excellent clean SUV,4,6
43,16300,2017.0,jeep,excellent,4 cylinders,gas,40926.0,clean,automatic,fwd,SUV,red,16300 excellent clean SUV,4,6
44,13990,2018.0,hyundai,excellent,4 cylinders,gas,31932.0,clean,automatic,fwd,sedan,red,13990 excellent clean sedan,4,6
45,6990,2005.0,chevrolet,excellent,8 cylinders,gas,147485.0,clean,automatic,4wd,SUV,silver,6990 excellent clean SUV,4,6
46,8000,2005.0,lexus,excellent,8 cylinders,gas,116048.0,clean,automatic,rwd,sedan,white,8000 excellent clean sedan,4,6
47,5250,2007.0,toyota,good,6 cylinders,gas,154000.0,clean,automatic,fwd,SUV,black,5250 good clean SUV,3,6
48,8500,2011.0,jaguar,good,8 cylinders,gas,95350.0,clean,automatic,rwd,sedan,silver,8500 good clean sedan,3,6
49,7500,2004.0,chevrolet,like new,8 cylinders,gas,180000.0,clean,automatic,4wd,truck,red,7500 like new clean truck,5,6
50,975,2002.0,ford,good,6 cylinders,gas,175376.0,clean,automatic,rwd,pickup,black,975 good clean pickup,3,6
51,15500,2008.0,toyota,good,8 cylinders,gas,130885.0,clean,automatic,4wd,truck,blue,15500 good clean truck,3,6
52,14500,2017.0,nissan,excellent,6 cylinders,gas,5000.0,rebuilt,automatic,fwd,van,white,14500 excellent rebuilt van,4,4
53,7500,2004.0,jeep,good,6 cylinders,gas,114000.0,clean,automatic,4wd,SUV,red,7500 good clean SUV,3,6
54,3950,2009.0,chrysler,excellent,4 cylinders,gas,139814.0,clean,automatic,fwd,sedan,red,3950 excellent clean sedan,4,6
55,25900,2012.0,ford,good,8 cylinders,gas,59950.0,lien,automatic,4wd,truck,white,25900 good lien truck,3,5
56,2200,2008.0,chrysler,fair,6 cylinders,gas,127000.0,clean,automatic,fwd,convertible,blue,2200 fair clean convertible,2,6
57,8999,2014.0,chevrolet,like new,4 cylinders,gas,55976.0,clean,automatic,fwd,sedan,black,8999 like new clean sedan,5,6
58,11499,2017.0,chevrolet,like new,4 cylinders,gas,35034.0,clean,automatic,fwd,sedan,black,11499 like new clean sedan,5,6
59,8999,2016.0,chevrolet,like new,4 cylinders,gas,75258.0,clean,automatic,fwd,sedan,black,8999 like new clean sedan,5,6
60,8499,2014.0,ford,like new,4 cylinders,gas,79523.0,clean,automatic,fwd,sedan,red,8499 like new clean sedan,5,6
61,12999,2015.0,chevrolet,like new,6 cylinders,gas,39368.0,clean,automatic,fwd,sedan,custom,12999 like new clean sedan,5,6
62,12999,2013.0,gmc,like new,6 cylinders,gas,88489.0,clean,automatic,4wd,SUV,custom,12999 like new clean SUV,5,6
63,29800,2012.0,chevrolet,excellent,8 cylinders,gas,57413.0,clean,automatic,rwd,coupe,orange,29800 excellent clean coupe,4,6
64,5495,2010.0,chevrolet,excellent,6 cylinders,gas,144240.0,clean,automatic,fwd,sedan,white,5495 excellent clean sedan,4,6
65,5000,2009.0,jeep,good,6 cylinders,gas,137273.0,clean,automatic,4wd,SUV,white,5000 good clean SUV,3,6
66,11999,2017.0,toyota,excellent,4 cylinders,gas,35721.0,clean,automatic,fwd,sedan,red,11999 excellent clean sedan,4,6
67,9499,2015.0,nissan,like new,4 cylinders,gas,51848.0,clean,automatic,fwd,sedan,grey,9499 like new clean sedan,5,6
68,5400,2006.0,audi,excellent,4 cylinders,gas,164000.0,clean,automatic,4wd,sedan,blue,5400 excellent clean sedan,4,6
69,9500,2008.0,toyota,good,6 cylinders,gas,149799.0,clean,automatic,fwd,SUV,white,9500 good clean SUV,3,6
70,14999,2015.0,dodge,good,6 cylinders,gas,63037.0,clean,automatic,rwd,sedan,white,14999 good clean sedan,3,6
71,17300,2010.0,cadillac,good,8 cylinders,gas,141276.0,clean,automatic,4wd,pickup,black,17300 good clean pickup,3,6
72,10499,2013.0,chrysler,good,6 cylinders,gas,88042.0,clean,automatic,rwd,sedan,grey,10499 good clean sedan,3,6
73,7500,2005.0,toyota,good,6 cylinders,gas,160000.0,clean,automatic,rwd,pickup,silver,7500 good clean pickup,3,6
74,8700,2008.0,ford,good,8 cylinders,diesel,233000.0,clean,automatic,4wd,pickup,white,8700 good clean pickup,3,6
75,2500,2005.0,ford,good,6 cylinders,gas,140000.0,clean,automatic,fwd,sedan,blue,2500 good clean sedan,3,6
76,7999,2015.0,chrysler,good,4 cylinders,gas,78980.0,clean,automatic,fwd,sedan,black,7999 good clean sedan,3,6
77,9249,2016.0,jeep,like new,4 cylinders,gas,63211.0,clean,automatic,fwd,SUV,grey,9249 like new clean SUV,5,6
78,8000,2009.0,ford,good,8 cylinders,gas,234000.0,clean,automatic,4wd,truck,black,8000 good clean truck,3,6
79,15990,2018.0,ford,good,4 cylinders,gas,2678.0,clean,automatic,fwd,sedan,grey,15990 good clean sedan,3,6
80,13540,2013.0,ford,good,6 cylinders,gas,90998.0,clean,automatic,fwd,SUV,silver,13540 good clean SUV,3,6
81,8499,2016.0,jeep,like new,4 cylinders,gas,21998.0,clean,manual,fwd,SUV,green,8499 like new clean SUV,5,6
82,7999,2016.0,dodge,like new,4 cylinders,gas,39994.0,clean,automatic,fwd,sedan,orange,7999 like new clean sedan,5,6
83,9249,2016.0,toyota,excellent,4 cylinders,gas,64339.0,clean,automatic,fwd,sedan,red,9249 excellent clean sedan,4,6
84,12800,2011.0,gmc,excellent,8 cylinders,gas,164855.0,salvage,automatic,4wd,SUV,silver,12800 excellent salvage SUV,4,1
85,11499,2017.0,chevrolet,like new,4 cylinders,gas,54772.0,clean,automatic,4wd,SUV,grey,11499 like new clean SUV,5,6
86,8500,2005.0,infiniti,excellent,8 cylinders,gas,177000.0,rebuilt,automatic,4wd,SUV,black,8500 excellent rebuilt SUV,4,4
87,16500,1997.0,ford,excellent,8 cylinders,diesel,190000.0,clean,automatic,4wd,pickup,black,16500 excellent clean pickup,4,6
88,7400,2014.0,nissan,excellent,6 cylinders,gas,101000.0,rebuilt,automatic,fwd,sedan,red,7400 excellent rebuilt sedan,4,4
89,4490,2006.0,lexus,good,6 cylinders,gas,244000.0,clean,automatic,4wd,SUV,silver,4490 good clean SUV,3,6
90,26200,2016.0,chevrolet,good,6 cylinders,gas,17585.0,clean,other,4wd,pickup,brown,26200 good clean pickup,3,6
91,13500,2009.0,mercedes-benz,excellent,8 cylinders,gas,12600.0,clean,automatic,rwd,sedan,black,13500 excellent clean sedan,4,6
92,6900,2016.0,chevrolet,like new,4 cylinders,gas,53000.0,rebuilt,automatic,fwd,sedan,red,6900 like new rebuilt sedan,5,4
93,2400,1999.0,dodge,good,8 cylinders,gas,190.0,clean,automatic,4wd,SUV,blue,2400 good clean SUV,3,6
94,23200,2019.0,chevrolet,good,6 cylinders,gas,35292.0,clean,other,rwd,other,red,23200 good clean other,3,6
95,11995,2017.0,nissan,like new,4 cylinders,gas,85978.0,clean,automatic,4wd,SUV,silver,11995 like new clean SUV,5,6
96,3800,2012.0,nissan,good,4 cylinders,gas,100750.0,clean,automatic,fwd,hatchback,black,3800 good clean hatchback,3,6
97,5100,2008.0,honda,excellent,4 cylinders,gas,188000.0,clean,automatic,4wd,SUV,red,5100 excellent clean SUV,4,6
98,4500,2004.0,jeep,good,6 cylinders,gas,168821.0,clean,automatic,4wd,SUV,grey,4500 good clean SUV,3,6
99,2400,2001.0,toyota,good,4 cylinders,gas,277564.0,clean,automatic,fwd,coupe,yellow,2400 good clean coupe,3,6
100,4499,2005.0,buick,good,6 cylinders,gas,176623.0,clean,automatic,fwd,sedan,green,4499 good clean sedan,3,6
101,33900,2018.0,ford,good,8 cylinders,gas,40847.0,clean,automatic,4wd,pickup,white,33900 good clean pickup,3,6
102,17000,2015.0,chevrolet,like new,8 cylinders,gas,94000.0,clean,automatic,rwd,van,white,17000 like new clean van,5,6
103,299,2006.0,toyota,excellent,6 cylinders,gas,178534.0,clean,automatic,fwd,convertible,red,299 excellent clean convertible,4,6
104,4700,2005.0,chevrolet,excellent,6 cylinders,gas,209000.0,clean,automatic,rwd,truck,blue,4700 excellent clean truck,4,6
105,16800,2018.0,dodge,excellent,6 cylinders,gas,38981.0,clean,automatic,rwd,coupe,grey,16800 excellent clean coupe,4,6
106,5995,2007.0,jeep,excellent,4 cylinders,gas,85000.0,clean,automatic,4wd,SUV,black,5995 excellent clean SUV,4,6
107,6995,2005.0,cadillac,excellent,6 cylinders,gas,55000.0,clean,automatic,rwd,sedan,brown,6995 excellent clean sedan,4,6
108,9995,2011.0,cadillac,excellent,6 cylinders,gas,101000.0,clean,automatic,4wd,sedan,silver,9995 excellent clean sedan,4,6
109,11200,2015.0,dodge,excellent,6 cylinders,gas,90302.0,rebuilt,automatic,4wd,sedan,black,11200 excellent rebuilt sedan,4,4
110,24700,2019.0,chevrolet,good,6 cylinders,gas,16759.0,clean,other,rwd,other,silver,24700 good clean other,3,6
111,1900,2006.0,nissan,good,6 cylinders,gas,278000.0,clean,automatic,4wd,SUV,black,1900 good clean SUV,3,6
112,12500,2008.0,toyota,good,6 cylinders,gas,141098.0,clean,automatic,rwd,SUV,grey,12500 good clean SUV,3,6
113,7850,2009.0,ford,excellent,8 cylinders,gas,107763.0,clean,automatic,rwd,van,white,7850 excellent clean van,4,6
114,4300,2005.0,lexus,good,6 cylinders,gas,188927.0,clean,automatic,fwd,sedan,silver,4300 good clean sedan,3,6
115,9500,2014.0,ford,excellent,4 cylinders,diesel,46000.0,clean,automatic,fwd,sedan,silver,9500 excellent clean sedan,4,6
116,3200,2006.0,honda,excellent,4 cylinders,gas,255390.0,clean,automatic,fwd,sedan,blue,3200 excellent clean sedan,4,6
117,6200,2006.0,ford,excellent,6 cylinders,gas,69698.0,clean,automatic,rwd,truck,custom,6200 excellent clean truck,4,6
118,3800,2012.0,ford,good,4 cylinders,gas,130323.0,clean,automatic,fwd,sedan,black,3800 good clean sedan,3,6
119,3300,2011.0,kia,good,4 cylinders,gas,188963.0,clean,manual,fwd,SUV,black,3300 good clean SUV,3,6
120,10400,2012.0,chevrolet,excellent,5 cylinders,gas,111871.0,clean,automatic,4wd,truck,red,10400 excellent clean truck,4,6
121,9200,2013.0,ford,good,8 cylinders,gas,214563.0,clean,automatic,rwd,other,white,9200 good clean other,3,6
122,7473,2003.0,ram,excellent,8 cylinders,gas,135189.0,clean,automatic,4wd,pickup,grey,7473 excellent clean pickup,4,6
123,11250,2015.0,dodge,excellent,8 cylinders,gas,104832.0,clean,automatic,4wd,sedan,silver,11250 excellent clean sedan,4,6
124,6400,2003.0,toyota,excellent,8 cylinders,gas,161123.0,salvage,automatic,4wd,SUV,black,6400 excellent salvage SUV,4,1
125,6995,2010.0,ford,excellent,6 cylinders,gas,157744.0,clean,automatic,4wd,SUV,black,6995 excellent clean SUV,4,6
126,30300,2017.0,ford,good,6 cylinders,gas,30339.0,clean,automatic,4wd,pickup,brown,30300 good clean pickup,3,6
127,19700,2017.0,chevrolet,good,6 cylinders,gas,35807.0,clean,other,rwd,coupe,black,19700 good clean coupe,3,6
128,14400,2012.0,honda,good,6 cylinders,gas,52199.0,clean,other,fwd,coupe,red,14400 good clean coupe,3,6
129,2800,2003.0,volkswagen,good,4 cylinders,gas,129000.0,clean,automatic,fwd,hatchback,blue,2800 good clean hatchback,3,6
130,4200,2006.0,jeep,excellent,6 cylinders,gas,215000.0,clean,automatic,4wd,SUV,white,4200 excellent clean SUV,4,6
131,4877,2012.0,chevrolet,excellent,4 cylinders,gas,163261.0,clean,automatic,fwd,sedan,white,4877 excellent clean sedan,4,6
132,20900,2014.0,ford,good,6 cylinders,gas,46438.0,clean,other,4wd,pickup,silver,20900 good clean pickup,3,6
133,2800,2005.0,toyota,good,4 cylinders,gas,198000.0,clean,automatic,fwd,sedan,grey,2800 good clean sedan,3,6
134,3500,2004.0,ford,good,8 cylinders,gas,167000.0,clean,automatic,rwd,van,white,3500 good clean van,3,6
135,2175,2001.0,saturn,like new,4 cylinders,gas,73000.0,clean,automatic,fwd,sedan,green,2175 like new clean sedan,5,6
136,13850,2017.0,honda,excellent,4 cylinders,gas,7000.0,rebuilt,automatic,fwd,sedan,silver,13850 excellent rebuilt sedan,4,4
137,16700,2014.0,chevrolet,good,6 cylinders,gas,68327.0,clean,other,rwd,coupe,black,16700 good clean coupe,3,6
138,19500,2016.0,infiniti,good,6 cylinders,gas,44137.0,clean,automatic,rwd,hatchback,white,19500 good clean hatchback,3,6
139,3200,2004.0,bmw,excellent,6 cylinders,gas,203000.0,clean,automatic,4wd,SUV,black,3200 excellent clean SUV,4,6
140,6000,2007.0,acura,good,6 cylinders,gas,133213.0,salvage,automatic,fwd,sedan,grey,6000 good salvage sedan,3,1
141,5200,2006.0,toyota,good,6 cylinders,gas,186000.0,clean,automatic,fwd,SUV,green,5200 good clean SUV,3,6
142,4490,2005.0,jeep,good,6 cylinders,gas,108243.0,clean,automatic,4wd,SUV,green,4490 good clean SUV,3,6
143,33800,2018.0,gmc,like new,8 cylinders,gas,36500.0,clean,automatic,rwd,truck,silver,33800 like new clean truck,5,6
144,13000,2005.0,ram,good,8 cylinders,gas,146000.0,clean,automatic,4wd,truck,grey,13000 good clean truck,3,6
145,23700,2016.0,ram,excellent,8 cylinders,gas,31962.0,rebuilt,automatic,4wd,pickup,red,23700 excellent rebuilt pickup,4,4
146,16999,2013.0,chevrolet,good,8 cylinders,gas,137230.0,clean,automatic,4wd,truck,white,16999 good clean truck,3,6
147,10499,2017.0,chevrolet,good,4 cylinders,gas,53601.0,clean,automatic,fwd,sedan,black,10499 good clean sedan,3,6
148,15999,2017.0,chevrolet,good,4 cylinders,gas,17498.0,clean,automatic,fwd,sedan,black,15999 good clean sedan,3,6
149,12800,2016.0,ford,excellent,6 cylinders,gas,108500.0,clean,automatic,rwd,pickup,white,12800 excellent clean pickup,4,6
150,31000,2017.0,subaru,new,4 cylinders,gas,23019.0,clean,manual,4wd,sedan,black,31000 new clean sedan,6,6
151,4800,2003.0,chevrolet,excellent,6 cylinders,gas,202635.0,clean,automatic,4wd,truck,white,4800 excellent clean truck,4,6
152,6700,2007.0,hyundai,like new,6 cylinders,gas,97467.0,clean,automatic,fwd,mini-van,custom,6700 like new clean mini-van,5,6
153,3995,2004.0,mitsubishi,excellent,4 cylinders,gas,114010.0,clean,automatic,4wd,SUV,black,3995 excellent clean SUV,4,6
154,6500,2003.0,mercury,excellent,8 cylinders,gas,38413.0,clean,automatic,rwd,sedan,brown,6500 excellent clean sedan,4,6
155,2999,2001.0,buick,good,6 cylinders,gas,140472.0,salvage,automatic,fwd,sedan,brown,2999 good salvage sedan,3,1
156,14999,2013.0,chevrolet,good,8 cylinders,gas,180000.0,clean,automatic,4wd,truck,white,14999 good clean truck,3,6
157,17900,2012.0,infiniti,good,6 cylinders,gas,69210.0,clean,automatic,rwd,coupe,silver,17900 good clean coupe,3,6
158,14950,2012.0,ram,excellent,8 cylinders,gas,114773.0,clean,automatic,4wd,truck,grey,14950 excellent clean truck,4,6
159,6950,2013.0,nissan,excellent,4 cylinders,gas,158786.0,clean,automatic,fwd,sedan,grey,6950 excellent clean sedan,4,6
160,12900,2016.0,honda,excellent,4 cylinders,gas,66000.0,clean,automatic,fwd,sedan,black,12900 excellent clean sedan,4,6
161,17200,2014.0,dodge,good,6 cylinders,gas,61803.0,clean,other,rwd,coupe,silver,17200 good clean coupe,3,6
162,6795,2010.0,acura,excellent,4 cylinders,gas,95000.0,clean,automatic,fwd,sedan,silver,6795 excellent clean sedan,4,6
163,7800,2010.0,ford,like new,8 cylinders,gas,97510.0,clean,automatic,4wd,truck,white,7800 like new clean truck,5,6
164,5500,2006.0,honda,good,4 cylinders,gas,118900.0,clean,automatic,fwd,sedan,silver,5500 good clean sedan,3,6
165,23300,2019.0,nissan,good,6 cylinders,gas,27493.0,clean,other,4wd,pickup,grey,23300 good clean pickup,3,6
166,3650,2008.0,subaru,excellent,4 cylinders,gas,74000.0,clean,automatic,4wd,sedan,blue,3650 excellent clean sedan,4,6
167,1900,1994.0,jeep,good,6 cylinders,gas,207.0,clean,automatic,4wd,SUV,grey,1900 good clean SUV,3,6
168,9950,2008.0,toyota,excellent,6 cylinders,gas,207348.0,clean,automatic,4wd,SUV,silver,9950 excellent clean SUV,4,6
169,6950,2005.0,chevrolet,excellent,8 cylinders,gas,186021.0,clean,automatic,4wd,SUV,blue,6950 excellent clean SUV,4,6
170,3000,2010.0,nissan,like new,4 cylinders,gas,200412.0,clean,automatic,rwd,hatchback,silver,3000 like new clean hatchback,5,6
171,4200,2012.0,ford,like new,4 cylinders,gas,144273.0,clean,automatic,rwd,sedan,silver,4200 like new clean sedan,5,6
172,23800,2019.0,nissan,good,6 cylinders,gas,10899.0,clean,other,4wd,pickup,silver,23800 good clean pickup,3,6
173,16500,2012.0,ford,good,8 cylinders,gas,123262.0,clean,automatic,4wd,truck,silver,16500 good clean truck,3,6
174,24400,2014.0,mercedes-benz,good,6 cylinders,gas,29199.0,clean,automatic,rwd,coupe,black,24400 good clean coupe,3,6
175,3500,2012.0,mazda,fair,4 cylinders,gas,149000.0,clean,automatic,fwd,sedan,blue,3500 fair clean sedan,2,6
176,16700,2014.0,chevrolet,good,6 cylinders,gas,68327.0,clean,other,rwd,coupe,black,16700 good clean coupe,3,6
177,26900,2014.0,chevrolet,good,8 cylinders,gas,68607.0,clean,automatic,4wd,pickup,black,26900 good clean pickup,3,6
178,2000,2012.0,mitsubishi,like new,4 cylinders,gas,230397.0,clean,automatic,rwd,sedan,silver,2000 like new clean sedan,5,6
179,19900,2016.0,buick,good,6 cylinders,gas,33281.0,clean,automatic,fwd,sedan,red,19900 good clean sedan,3,6
180,13700,2014.0,buick,good,6 cylinders,gas,92234.0,clean,automatic,fwd,sedan,white,13700 good clean sedan,3,6
181,16600,2018.0,dodge,good,6 cylinders,gas,35262.0,clean,other,fwd,SUV,silver,16600 good clean SUV,3,6
182,5900,2000.0,ford,good,8 cylinders,diesel,202752.0,clean,automatic,rwd,pickup,red,5900 good clean pickup,3,6
183,21200,2013.0,dodge,good,8 cylinders,gas,42255.0,clean,other,rwd,coupe,red,21200 good clean coupe,3,6
184,26400,2012.0,jaguar,good,8 cylinders,gas,64157.0,clean,other,rwd,coupe,silver,26400 good clean coupe,3,6
185,17200,2014.0,cadillac,good,6 cylinders,gas,81252.0,clean,automatic,fwd,SUV,red,17200 good clean SUV,3,6
186,10950,2014.0,dodge,excellent,8 cylinders,gas,106446.0,clean,automatic,rwd,sedan,silver,10950 excellent clean sedan,4,6
187,9950,2014.0,dodge,good,8 cylinders,gas,102878.0,clean,automatic,rwd,sedan,white,9950 good clean sedan,3,6
188,6800,2008.0,jeep,excellent,6 cylinders,gas,137000.0,clean,automatic,rwd,SUV,grey,6800 excellent clean SUV,4,6
189,2800,2007.0,saturn,excellent,4 cylinders,gas,188711.0,clean,automatic,fwd,coupe,black,2800 excellent clean coupe,4,6
190,3000,1996.0,pontiac,fair,8 cylinders,gas,167000.0,clean,automatic,rwd,coupe,white,3000 fair clean coupe,2,6
191,5495,2010.0,chevrolet,like new,4 cylinders,gas,142881.0,clean,automatic,fwd,coupe,silver,5495 like new clean coupe,5,6
192,5350,2006.0,toyota,like new,4 cylinders,gas,123400.0,clean,automatic,4wd,SUV,silver,5350 like new clean SUV,5,6
193,11950,2008.0,chevrolet,good,8 cylinders,gas,170000.0,clean,automatic,4wd,truck,black,11950 good clean truck,3,6
194,5300,2011.0,nissan,excellent,4 cylinders,gas,105700.0,rebuilt,automatic,4wd,SUV,grey,5300 excellent rebuilt SUV,4,4
195,6495,2006.0,toyota,like new,8 cylinders,gas,206162.0,clean,automatic,rwd,SUV,white,6495 like new clean SUV,5,6
196,4995,2008.0,hyundai,like new,4 cylinders,gas,151223.0,clean,automatic,fwd,sedan,custom,4995 like new clean sedan,5,6
197,4826,2000.0,gmc,like new,8 cylinders,gas,226111.0,clean,automatic,4wd,SUV,grey,4826 like new clean SUV,5,6
198,9599,2011.0,chevrolet,good,6 cylinders,gas,100680.0,clean,manual,rwd,coupe,silver,9599 good clean coupe,3,6
199,8499,2009.0,bmw,good,8 cylinders,gas,104482.0,clean,automatic,4wd,SUV,blue,8499 good clean SUV,3,6
200,19400,2017.0,buick,good,6 cylinders,gas,30638.0,clean,automatic,fwd,other,silver,19400 good clean other,3,6
201,19400,2012.0,chevrolet,good,6 cylinders,gas,34597.0,clean,automatic,rwd,other,silver,19400 good clean other,3,6
202,26000,2017.0,ford,good,8 cylinders,gas,33528.0,clean,other,rwd,coupe,yellow,26000 good clean coupe,3,6
203,18800,2015.0,chevrolet,good,6 cylinders,gas,33926.0,clean,other,rwd,coupe,grey,18800 good clean coupe,3,6
204,6500,2008.0,toyota,good,6 cylinders,gas,254000.0,clean,automatic,4wd,SUV,silver,6500 good clean SUV,3,6
205,5499,2006.0,bmw,good,8 cylinders,gas,139449.0,clean,automatic,rwd,sedan,blue,5499 good clean sedan,3,6
206,18000,2010.0,ram,good,8 cylinders,gas,50500.0,clean,automatic,4wd,truck,white,18000 good clean truck,3,6
207,10499,2013.0,bmw,good,4 cylinders,gas,80964.0,clean,automatic,4wd,sedan,red,10499 good clean sedan,3,6
208,24999,2014.0,dodge,like new,8 cylinders,gas,8124.0,clean,manual,rwd,coupe,purple,24999 like new clean coupe,5,6
209,2800,2010.0,chevrolet,good,5 cylinders,gas,200800.0,clean,automatic,rwd,pickup,white,2800 good clean pickup,3,6
210,2950,2003.0,chevrolet,good,8 cylinders,gas,230000.0,clean,automatic,rwd,pickup,green,2950 good clean pickup,3,6
211,9985,2008.0,infiniti,excellent,6 cylinders,gas,110499.0,clean,automatic,rwd,coupe,silver,9985 excellent clean coupe,4,6
212,32000,2017.0,honda,like new,6 cylinders,gas,32104.0,clean,automatic,fwd,SUV,white,32000 like new clean SUV,5,6
213,4800,2000.0,cadillac,like new,8 cylinders,gas,105489.0,clean,automatic,fwd,sedan,green,4800 like new clean sedan,5,6
214,7995,2015.0,nissan,excellent,4 cylinders,gas,68945.0,clean,automatic,fwd,hatchback,blue,7995 excellent clean hatchback,4,6
